run_id,run_name,sample_size,layer_structure,rank_0,rank_1,rank_2,rank_3,rank_4,weight_mean_0,weight_mean_1,weight_mean_2,weight_mean_3,weight_mean_4,weight_std_0,weight_std_1,weight_std_2,weight_std_3,weight_std_4,activation_mean_global,activation_std_global,pca_explained_var
kx53mysy,sample_32000,1000,"(32, 32, 32, 32)",32,32,32,32,10,-2.1240108e-05,0.0026783142,0.0028909524,-0.0010389165,-0.0022653225,0.020625273,0.10075777,0.10215299,0.10320741,0.106717445,0.07624144852161407,0.08377720415592194,0.27871257
gufxk0g6,sample_40000,1000,"(32, 32, 32, 32)",32,32,32,32,10,-2.0656997e-05,0.0026802358,0.0028943492,-0.00103978,-0.0022653197,0.020625481,0.100758776,0.10215433,0.10320933,0.106719874,0.0763276219367981,0.08386889100074768,0.2801361
r14c9dgi,sample_47000,1000,"(32, 32, 32, 32)",32,32,32,32,10,-2.0047904e-05,0.002682011,0.0028965613,-0.0010411778,-0.002265316,0.020625692,0.100759774,0.102155626,0.10321061,0.10672169,0.07642854750156403,0.08396472036838531,0.28157026
lxebojoz,sample_55000,1000,"(32, 32, 32, 32)",32,32,32,32,10,-1.9394794e-05,0.0026842454,0.0028993853,-0.0010427312,-0.0022653118,0.020625928,0.10076091,0.102157086,0.1032122,0.10672347,0.07653987407684326,0.0840662270784378,0.28328586
p1zxv7aj,sample_8000,1000,"(64, 64, 64, 64)",64,64,64,64,10,6.3800864e-05,0.0008791011,-0.00019815203,-0.00047969207,0.0006262598,0.020640923,0.07212392,0.07205759,0.07261362,0.07187722,0.07696330547332764,0.08400285243988037,0.21546866
54mcb3xz,sample_12000,1000,"(64, 64, 64, 64)",64,64,64,64,10,6.385958e-05,0.0008795509,-0.0001980773,-0.00048028206,0.00062625913,0.020640934,0.07212397,0.0720577,0.07261363,0.0718765,0.07700170576572418,0.08400483429431915,0.21540838
gnik7102,sample_25000,1000,"(64, 64, 64, 64)",64,64,64,64,10,6.4233514e-05,0.00088089047,-0.00019802671,-0.00048401539,0.00062625966,0.02064099,0.07212415,0.07205809,0.07261352,0.071869716,0.07714873552322388,0.0840335413813591,0.21514109
57dhxdzd,sample_32000,1000,"(64, 64, 64, 64)",64,64,64,64,10,6.4553635e-05,0.0008816802,-0.0001979353,-0.0004851715,0.0006262612,0.02064104,0.072124325,0.072058365,0.072613575,0.07186875,0.07725752890110016,0.08406165987253189,0.21506351
gm7yfvwj,sample_40000,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.000103498336,0.00094093947,-0.00017322646,-0.00050227816,0.0006262728,0.020647708,0.07214746,0.07208714,0.07263847,0.07199682,0.08631432056427002,0.0882345661520958,0.23924425
sq90dume,sample_47000,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.000117772564,0.0009596228,-0.00016450285,-0.00049810385,0.00062627683,0.020650499,0.072157174,0.07209839,0.07265019,0.072068214,0.08938685059547424,0.08984703570604324,0.2510987
96a6mgba,sample_55000,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00011793359,0.00095926074,-0.0001641548,-0.00049669796,0.00062628,0.020650497,0.07215718,0.07209847,0.07265028,0.072071284,0.08939018845558167,0.08985753357410431,0.2511676
vxcey8np,sample_8000,1000,"(128, 128, 128, 128)",128,128,128,128,10,7.858723e-05,0.00015648577,6.821475e-05,9.760265e-05,0.0011895337,0.020637888,0.05090975,0.051095225,0.051274296,0.051499937,0.08499976992607117,0.08973734825849533,0.21936569
pk9f18ce,sample_12000,1000,"(128, 128, 128, 128)",128,128,128,128,10,8.2475686e-05,0.0001613305,6.9446134e-05,9.848163e-05,0.001189537,0.020638317,0.050910864,0.05109632,0.051275283,0.051515467,0.085678830742836,0.09009413421154022,0.22204304
dlmxokb5,sample_25000,1000,"(128, 128, 128, 128)",128,128,128,128,10,7.921963e-05,0.00015774873,6.8509864e-05,9.83341e-05,0.0011895326,0.02063798,0.050909985,0.05109545,0.051274493,0.05150308,0.08510410785675049,0.08979332447052002,0.21977815
nx8sspk1,sample_32000,1000,"(128, 128, 128, 128)",128,128,128,128,10,7.776759e-05,0.00015610264,6.8049645e-05,9.8005956e-05,0.0011895321,0.020637821,0.05090957,0.051095035,0.05127412,0.051497247,0.08485998213291168,0.08966098725795746,0.21865594
gpyca6v2,sample_40000,1000,"(128, 128, 128, 128)",128,128,128,128,10,8.0046295e-05,0.00015853086,6.8730165e-05,9.839465e-05,0.0011895351,0.020638049,0.050910164,0.051095635,0.051274657,0.0515065,0.08524337410926819,0.08986978977918625,0.22019586
0hu4yh0h,sample_47000,1000,"(128, 128, 128, 128)",128,128,128,128,10,7.577538e-05,0.00015376466,6.734993e-05,9.767947e-05,0.0011895325,0.020637613,0.05090903,0.051094465,0.05127358,0.051489238,0.0845300704240799,0.0894821360707283,0.21721591
dpg761iz,sample_55000,1000,"(128, 128, 128, 128)",128,128,128,128,10,7.6676086e-05,0.00015473907,6.764682e-05,9.7690776e-05,0.001189533,0.020637704,0.05090927,0.051094715,0.051273804,0.051492896,0.08467936515808105,0.08956272900104523,0.21790104
qjteuqj0,sample_8000,1000,"(256, 256, 256, 256)",256,256,256,256,10,4.5694174e-05,-0.0002884799,6.2534455e-05,-0.00022494886,0.00051811885,0.020626571,0.036182854,0.036019746,0.036065552,0.036058042,0.08268141746520996,0.08812975883483887,0.17355171
c2z1j1lo,sample_12000,1000,"(256, 256, 256, 256)",256,256,256,256,10,5.3266762e-05,-0.00027643162,6.288249e-05,-0.00022278827,0.0005181241,0.020627838,0.03618523,0.03602224,0.03606843,0.036134064,0.08426074683666229,0.08910278975963593,0.17756148
jhnl91pt,sample_25000,1000,"(256, 256, 256, 256)",256,256,256,256,10,4.90766e-05,-0.00028189376,6.133723e-05,-0.00022498058,0.00051812205,0.0206272,0.036184028,0.036021028,0.03606714,0.03609391,0.08339205384254456,0.08862660080194473,0.17527008
q13n714b,sample_32000,1000,"(256, 256, 256, 256)",256,256,256,256,10,4.8270562e-05,-0.0002830086,6.0878483e-05,-0.00022529274,0.0005181222,0.020627072,0.03618379,0.036020778,0.036066826,0.036085445,0.08322466909885406,0.08852406591176987,0.17484552
5fk6kepi,sample_40000,1000,"(256, 256, 256, 256)",256,256,256,256,10,4.8201593e-05,-0.00028303813,6.0940587e-05,-0.00022523974,0.0005181222,0.02062707,0.036183786,0.036020786,0.036066838,0.03608636,0.08321176469326019,0.08851991593837738,0.17485324
2svkbfkz,sample_47000,1000,"(256, 256, 256, 256)",256,256,256,256,10,4.990045e-05,-0.00028054338,6.159181e-05,-0.0002247779,0.0005181227,0.020627335,0.03618428,0.036021296,0.03606745,0.036103226,0.08356761932373047,0.08872553706169128,0.17579302
ibj70b0t,sample_55000,1000,"(256, 256, 256, 256)",256,256,256,256,10,4.85335e-05,-0.00028246266,6.1160754e-05,-0.00022514569,0.0005181219,0.020627119,0.03618387,0.036020875,0.036066957,0.03609056,0.08327953517436981,0.08855670690536499,0.17499146
dhjk1mhl,sample_8000,1000,"(512, 512, 512, 512)",512,512,512,512,10,-8.962099e-06,-7.910419e-06,-6.194865e-05,-6.400274e-05,-0.0002409711,0.020625494,0.025504619,0.025494536,0.02551418,0.025283948,0.07864668220281601,0.08653751015663147,0.17138429
owghm6s4,sample_12000,1000,"(512, 512, 512, 512)",512,511,512,512,10,0.00021341488,0.00021192437,0.0001075473,7.022395e-05,-0.00024096035,0.020665167,0.025554672,0.025546627,0.025570093,0.02843238,0.1263037472963333,0.11172115057706833,0.3317556
pxk9zv06,sample_25000,1000,"(512, 512, 512, 512)",512,512,512,512,10,-1.1720397e-05,-1.0401762e-05,-6.42947e-05,-6.511966e-05,-0.00024097119,0.020625137,0.025504189,0.025494082,0.025513683,0.025254197,0.07805916666984558,0.08622726052999496,0.16913615
likb2szx,sample_32000,1000,"(512, 512, 512, 512)",512,512,512,512,10,-1.12938305e-05,-9.991698e-06,-6.3799605e-05,-6.49029e-05,-0.00024097152,0.0206252,0.025504263,0.025494162,0.02551377,0.025259696,0.07815416902303696,0.08627699315547943,0.16947648
nws5wfct,sample_40000,1000,"(512, 512, 512, 512)",512,512,512,512,10,-1.2924892e-05,-1.1483538e-05,-6.545078e-05,-6.55491e-05,-0.00024097264,0.020624977,0.025503993,0.025493879,0.02551345,0.025241014,0.07778742909431458,0.08608879894018173,0.16807282
my4o8jkw,sample_47000,1000,"(512, 512, 512, 512)",512,512,512,512,10,-1.2100181e-05,-1.0739453e-05,-6.461878e-05,-6.520034e-05,-0.00024097208,0.020625088,0.025504127,0.025494024,0.025513612,0.025250485,0.07797230780124664,0.08618493378162384,0.16875422
8g8wfy6c,sample_55000,1000,"(512, 512, 512, 512)",512,512,512,512,10,-1.1031348e-05,-9.744854e-06,-6.3551306e-05,-6.478318e-05,-0.00024097154,0.020625234,0.025504302,0.025494209,0.025513818,0.02526271,0.07820872962474823,0.0863092690706253,0.16964953
wicphsy4,sample_8000,1000,"(1024, 1024, 1024, 1024)",784,1024,1024,1024,10,-5.5500245e-06,-2.4038247e-05,-1.230719e-05,5.386939e-06,5.2794792e-05,0.020619247,0.018035572,0.01804501,0.018032072,0.018116085,0.07548453658819199,0.084520123898983,0.16273144
1i57m0qc,sample_12000,1000,"(1024, 1024, 1024, 1024)",784,1024,1024,1023,10,0.0005992052,0.0005801536,0.00047982892,0.00043383302,5.2846386e-05,0.020920303,0.01829894,0.018313268,0.018305734,0.03732081,0.21809358894824982,0.15865299105644226,0.3750135
n48uiipa,sample_25000,1000,"(1024, 1024, 1024, 1024)",784,1024,1024,1024,10,-6.038682e-06,-2.458852e-05,-1.2808656e-05,5.1309758e-06,5.2794356e-05,0.020619195,0.018035527,0.018044965,0.018032022,0.01810947,0.0753883570432663,0.0844695121049881,0.16248754
d4946bfc,sample_32000,1000,"(1024, 1024, 1024, 1024)",784,1024,1024,1024,10,-5.9000004e-06,-2.4459803e-05,-1.2684674e-05,5.1998895e-06,5.2794356e-05,0.020619212,0.018035538,0.018044977,0.018032035,0.018110845,0.07541536539793015,0.08448365330696106,0.16257101
v1itzlrk,sample_40000,1000,"(1024, 1024, 1024, 1024)",784,1024,1024,1024,10,-6.230092e-06,-2.4802066e-05,-1.29568725e-05,5.0259687e-06,5.2794574e-05,0.020619174,0.018035509,0.018044945,0.018032001,0.01810711,0.07535180449485779,0.08444928377866745,0.16236342
lyp5g2gk,sample_47000,1000,"(1024, 1024, 1024, 1024)",784,1023,1024,1024,10,0.00040161167,0.00060978153,0.00051952765,0.00047152257,5.297067e-05,0.021130623,0.018476881,0.018490514,0.018483134,0.04545932,0.19504275918006897,0.15705960988998413,0.31774163
ei9ghick,sample_55000,1000,"(1024, 1024, 1024, 1024)",784,1023,1024,1024,10,0.0003807601,0.000621972,0.0005329959,0.00048648455,5.3014082e-05,0.021195773,0.018532753,0.018545995,0.018538358,0.047716938,0.194076806306839,0.15828442573547363,0.30672747
