run_id,run_name,test_accuracy,sample_size,layer_structure,temp,rank_0,rank_1,rank_2,rank_3,rank_4,weight_mean_0,weight_mean_1,weight_mean_2,weight_mean_3,weight_mean_4,weight_std_0,weight_std_1,weight_std_2,weight_std_3,weight_std_4,activation_mean_global,activation_std_global,pca_explained_var
lbolg22h,sample_40000,0.11349999904632568,1000,"(16, 16, 16)",16,16,16,16,16,10,0.00033452528,-0.011226149,0.007900545,0.0014449612,0.010045406,0.049969893,0.14247012,0.14723833,0.15060215,0.1466345,0.12421739846467972,0.13093414902687073,0.5783553
hx4bly7f,sample_47000,0.11349999904632568,1000,"(16, 16, 16)",16,16,16,16,16,10,0.00033452528,-0.011246873,0.007894654,0.0014616793,0.01004539,0.049969893,0.14245893,0.1472289,0.15060315,0.14672512,0.12422588467597961,0.1309119462966919,0.57767445
hbls3y37,sample_55000,0.11349999904632568,1000,"(16, 16, 16)",16,16,16,16,16,10,0.00033452528,-0.011228459,0.007901423,0.0014538316,0.010045393,0.049969893,0.14246807,0.14723583,0.15060413,0.14666596,0.12420670688152313,0.13093286752700806,0.5781848
3u5opkyt,sample_8000,0.16099999845027924,1000,"(32, 32, 32)",32,32,32,32,32,10,0.0006359629,-6.0429564e-05,-0.0002515182,-0.00089107896,-0.00732351,0.049425635,0.10320696,0.10222725,0.098928876,0.101906426,0.090645432472229,0.10445626080036163,0.3844986
he3al4ey,sample_12000,0.14319999516010284,1000,"(32, 32, 32)",32,32,32,31,32,10,0.0006359629,-6.2688836e-05,-0.00025609857,-0.0008988959,-0.0073235123,0.049425635,0.10320498,0.10222418,0.098926626,0.10190079,0.09061378240585327,0.1044355034828186,0.38420486
k5b82veg,sample_25000,0.1264999955892563,1000,"(32, 32, 32)",32,32,32,32,32,10,0.0006359629,-6.354315e-05,-0.00025389157,-0.0008936747,-0.007323512,0.049425635,0.10320526,0.1022247,0.09892772,0.10190926,0.09060011804103851,0.10442638397216797,0.38431036
3w9bmlbz,sample_32000,0.11599999666213988,1000,"(32, 32, 32)",32,32,32,32,32,10,0.0006359629,-6.0990686e-05,-0.00024398288,-0.0008823015,-0.0073235147,0.049425635,0.10320969,0.10223097,0.09893316,0.1019331,0.09067518264055252,0.10447253286838531,0.38477564
4ygb17mu,sample_40000,0.11800000071525574,1000,"(32, 32, 32)",32,32,32,32,32,10,0.0006359629,-5.7483994e-05,-0.0002315864,-0.00087452936,-0.007323512,0.049425635,0.10321525,0.102238744,0.09893976,0.10195222,0.09077536314725876,0.10453258454799652,0.3853723
j97h1ooh,sample_47000,0.11890000104904176,1000,"(32, 32, 32)",32,32,32,32,32,10,0.0006359629,-5.3481228e-05,-0.0002213734,-0.0008672057,-0.007323512,0.049425635,0.103220284,0.10224594,0.09894598,0.10197458,0.09087830036878586,0.10459683835506439,0.38591748
mnny2y0c,sample_55000,0.11569999903440475,1000,"(32, 32, 32)",32,32,32,32,32,10,0.0006359629,-6.2762265e-05,-0.00024917873,-0.0008910231,-0.0073235137,0.049425635,0.103206955,0.10222694,0.09892982,0.10191439,0.09062514454126358,0.1044423058629036,0.3845364
0ys8zt8x,sample_8000,0.8233000040054321,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.0005068318,0.012416873,0.011510821,-0.0013196036,0.04838623,0.09430523,0.09408374,0.09516077,0.17730647,0.4351876974105835,0.29208412766456604,0.4716063
dfcrr7ym,sample_12000,0.8669999837875366,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.00092553726,0.012573384,0.012268091,-0.0013195369,0.04838623,0.10052273,0.100232914,0.10119289,0.19791274,0.40602901577949524,0.29419416189193726,0.4261809
f3ftclr3,sample_25000,0.8730000257492065,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.0013746603,0.012831155,0.012373241,-0.0013195289,0.04838623,0.10138295,0.10104721,0.10200938,0.20066743,0.40332525968551636,0.29463255405426025,0.42411554
vwrodoib,sample_32000,0.9036999940872192,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.001855761,0.013311941,0.013369647,-0.0013192047,0.04838623,0.10850875,0.1081434,0.10899045,0.22345625,0.3799767792224884,0.2994057834148407,0.39072797
jkwbhr73,sample_40000,0.9067999720573424,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.0017233503,0.013302897,0.013317236,-0.001319098,0.04838623,0.10918641,0.10881381,0.10966423,0.22553481,0.37972068786621094,0.3013424277305603,0.3871119
62k4q09b,sample_47000,0.917900025844574,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.0017134999,0.013444416,0.013442069,-0.0013191246,0.04838623,0.11120693,0.110826,0.111666285,0.23178902,0.3751431703567505,0.30264073610305786,0.37967622
grxqobz3,sample_55000,0.923799991607666,1000,"(64, 64, 64)",64,64,64,64,64,10,2.1910324e-05,-0.0014738897,0.013309804,0.01352347,-0.0013186255,0.04838623,0.11383,0.11348842,0.11428588,0.23984158,0.37361931800842285,0.30605119466781616,0.36681584
rdsue441,sample_8000,0.14820000529289246,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.00030343927,0.0006242496,-0.00065224717,0.0008838201,0.046861645,0.05108965,0.05084378,0.0508806,0.050989322,0.10223743319511414,0.11271240562200546,0.21650788
rfbtj59l,sample_12000,0.14830000698566437,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.0002991935,0.00059080694,-0.00067136146,0.00088381954,0.046861645,0.051080983,0.050835207,0.050870113,0.05086155,0.10133367776870728,0.11222974210977554,0.21395683
crgzlq5o,sample_25000,0.16429999470710754,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.00029981448,0.00059633283,-0.00066847634,0.0008838199,0.046861645,0.0510827,0.050836872,0.050872006,0.05088442,0.10149113088846207,0.11231297254562378,0.21453452
dcioapn2,sample_32000,0.1762000024318695,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.0003013257,0.00060872745,-0.0006607102,0.0008838203,0.046861645,0.0510862,0.050840348,0.05087619,0.050935097,0.10183049738407135,0.11249802261590958,0.21572658
