run_id,run_name,test_accuracy,sample_size,layer_structure,temp,rank_0,rank_1,rank_2,rank_3,rank_4,weight_mean_0,weight_mean_1,weight_mean_2,weight_mean_3,weight_mean_4,weight_std_0,weight_std_1,weight_std_2,weight_std_3,weight_std_4,activation_mean_global,activation_std_global,pca_explained_var
7kg38a05,sample_40000,0.9477999806404114,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.0012572611,0.0076676826,0.0051389206,0.0008850576,0.046861645,0.06695083,0.066455185,0.06692423,0.16581835,0.31981128454208374,0.27163493633270264,0.3349365
zbtnwmir,sample_47000,0.9375,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.0012970874,0.0074747065,0.0049121194,0.0008846804,0.046861645,0.06509845,0.0646109,0.06508543,0.1560467,0.3252313733100891,0.26873964071273804,0.3528904
6v52o5ij,sample_55000,0.948099970817566,1000,"(128, 128, 128)",128,128,128,128,128,10,0.00010154573,0.001193897,0.0076254527,0.005108228,0.0008849062,0.046861645,0.06644357,0.06594301,0.06641447,0.16316167,0.31710731983184814,0.2704160511493683,0.33967435
nlicuutc,sample_8000,0.8902999758720398,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,9.8414734e-05,0.0029704517,0.0022233317,-0.00021719304,0.043851577,0.0387013,0.038769353,0.038860127,0.08262251,0.34329599142074585,0.24154669046401978,0.3920442
m6i8d2lt,sample_12000,0.15569999814033508,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,2.9965464e-05,0.00020657925,0.00010317264,-0.00021732571,0.043851577,0.035982233,0.036126632,0.036123473,0.0363187,0.09416963160037994,0.1060195341706276,0.17554283
ngk3j1vw,sample_25000,0.942799985408783,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,3.6434947e-05,0.003221758,0.0024345624,-0.00021697096,0.043851577,0.040398184,0.04043848,0.04053685,0.101352856,0.3087267577648163,0.24082067608833313,0.31371883
j2nf0iqr,sample_32000,0.9473999738693236,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,1.5397673e-05,0.003234635,0.002474899,-0.00021688067,0.043851577,0.04059933,0.0406372,0.04073517,0.103409,0.3014630973339081,0.24004127085208893,0.30672503
3yjof7y8,sample_40000,0.5763000249862671,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,4.5536486e-05,0.0005719025,0.00034663623,-0.00021732044,0.043851577,0.036087483,0.036229853,0.03623367,0.039233845,0.12496374547481537,0.12335608899593353,0.26011592
9eoxrc9l,sample_47000,0.9538999795913696,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,1.4533391e-05,0.0032603224,0.0025052337,-0.00021686312,0.043851577,0.040918473,0.040951908,0.041049317,0.10655734,0.30013856291770935,0.2423640340566635,0.29778033
uh3mmi18,sample_55000,0.9524000287055968,1000,"(256, 256, 256)",256,256,256,256,256,10,3.5883808e-05,2.1305095e-05,0.0032748578,0.0025063779,-0.00021683262,0.043851577,0.04085374,0.04088531,0.04098465,0.10592351,0.29801201820373535,0.24173520505428314,0.29955375
upp418bf,sample_8000,0.8988999724388123,1000,"(512, 512, 512)",512,512,512,512,512,10,-7.186452e-05,-1.1706832e-05,0.0013233165,0.0010083327,0.00014834688,0.03929545,0.026414737,0.0263828,0.02637689,0.055776905,0.30150967836380005,0.21037723124027252,0.4106354
mhce5rm8,sample_12000,0.9200999736785888,1000,"(512, 512, 512)",512,512,511,512,512,10,-7.186452e-05,-1.02906615e-05,0.0013398335,0.0010179541,0.00014837245,0.03929545,0.026577562,0.02654505,0.026540503,0.059657056,0.2947188913822174,0.21039801836013794,0.38793832
ugnblqvi,sample_25000,0.9460999965667723,1000,"(512, 512, 512)",512,512,512,512,512,10,-7.186452e-05,-1.197087e-05,0.0013803614,0.001043052,0.00014848565,0.03929545,0.026967347,0.026932117,0.026928201,0.06799918,0.2770061194896698,0.21196985244750977,0.3416403
sua07yep,sample_32000,0.9355999827384948,1000,"(512, 512, 512)",512,512,512,512,512,10,-7.186452e-05,3.176022e-06,0.0013510681,0.001018148,0.00014842648,0.03929545,0.026764333,0.026731284,0.026727779,0.06382374,0.2824496626853943,0.21000057458877563,0.36388975
o21u16qw,sample_40000,0.9438999891281128,1000,"(512, 512, 512)",512,512,512,512,512,10,-7.186452e-05,3.9364904e-06,0.0013763679,0.0010359504,0.00014845046,0.03929545,0.02685699,0.02682216,0.02681922,0.06577297,0.27776312828063965,0.21035656332969666,0.35605782
m74spjp1,sample_47000,0.9555000066757202,1000,"(512, 512, 512)",512,512,512,512,512,10,-7.186452e-05,1.1852714e-05,0.0014174507,0.0010653181,0.00014850144,0.03929545,0.027098048,0.027060103,0.027057044,0.07059472,0.2695492208003998,0.2115868330001831,0.33428654
380ealbm,sample_55000,0.9671000242233276,1000,"(512, 512, 512)",512,512,511,512,512,10,-7.186452e-05,2.4413826e-05,0.0014800014,0.0011376638,0.00014866787,0.03929545,0.027506553,0.027465226,0.027461255,0.0782182,0.2654650807380676,0.21563862264156342,0.31310704
aw0r5b9s,sample_8000,0.9053000211715698,1000,"(1024, 1024, 1024)",1024,784,1024,1023,1023,10,1.03533275e-05,4.459315e-05,0.0005927593,0.00045336926,-0.0002714928,0.033279214,0.018339317,0.018343214,0.018334592,0.038403876,0.24510924518108368,0.17005778849124908,0.3871367
li6w2301,sample_12000,0.907800018787384,1000,"(1024, 1024, 1024)",1024,784,1023,1023,1023,10,1.03533275e-05,4.613679e-05,0.0005931961,0.00045065035,-0.00027149523,0.033279214,0.018333877,0.018337725,0.018329045,0.03812003,0.24649479985237122,0.17050334811210632,0.38712856
pxcva1ae,sample_25000,0.9459999799728394,1000,"(1024, 1024, 1024)",1024,784,1024,1024,1023,10,1.03533275e-05,4.735912e-05,0.0006217249,0.0004791835,-0.00027141167,0.033279214,0.01848756,0.01849016,0.018482327,0.045127302,0.22872458398342133,0.17181049287319183,0.34718218
pxra8w2l,sample_32000,0.9415000081062316,1000,"(1024, 1024, 1024)",1024,784,1024,1024,1023,10,1.03533275e-05,4.608479e-05,0.00061203016,0.0004704406,-0.00027142308,0.033279214,0.018453067,0.018456193,0.018448398,0.043681804,0.23100149631500244,0.17093762755393982,0.3524534
5zctk0wp,sample_40000,0.9520999789237976,1000,"(1024, 1024, 1024)",1024,784,1023,1024,1024,10,1.03533275e-05,4.6101402e-05,0.0006266327,0.00048138577,-0.00027138143,0.033279214,0.018514577,0.01851688,0.018509187,0.0462472,0.22572550177574158,0.1716863512992859,0.34448713
fsxhq63u,sample_47000,0.9488000273704528,1000,"(1024, 1024, 1024)",1024,784,1024,1024,1024,10,1.03533275e-05,4.525633e-05,0.0006193693,0.00047303532,-0.0002714083,0.033279214,0.01847891,0.0184816,0.01847387,0.04476709,0.22802332043647766,0.17119157314300537,0.34984428
4jm9o0bb,sample_55000,0.955299973487854,1000,"(1024, 1024, 1024)",1024,784,1024,1024,1024,10,1.03533275e-05,4.496003e-05,0.00063025806,0.0004826832,-0.00027138012,0.033279214,0.018524988,0.01852709,0.018519409,0.04666126,0.2241257280111313,0.17172691226005554,0.34391236
jlhkjgp5,sample_8000,0.06369999796152115,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.021988155,0.032156933,0.0014362317,0.0069493176,0.050264187,0.194996,0.20792249,0.19964539,0.21226703,0.09270316362380981,0.07071219384670258,0.8584382
2u2kf2lw,sample_12000,0.0778999999165535,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.021994699,0.032160524,0.0014178585,0.006949319,0.050264187,0.19500598,0.20793,0.19964868,0.21223074,0.09271346777677536,0.07073867321014404,0.85846186
hsfx1kh7,sample_25000,0.11349999904632568,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.022158619,0.032326087,0.0010727793,0.006949313,0.050264187,0.1953309,0.20815764,0.19980823,0.2115984,0.09309069067239761,0.0716160461306572,0.85890883
okotmzlz,sample_32000,0.11349999904632568,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.022165408,0.032337725,0.001069637,0.0069492892,0.050264187,0.19533595,0.20815895,0.1998071,0.21158256,0.09308899939060211,0.07164189219474792,0.8589969
iqrsa1vk,sample_40000,0.11349999904632568,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.022162609,0.03230897,0.0010766145,0.0069493176,0.050264187,0.19528846,0.20812829,0.1997757,0.21158233,0.09296426922082901,0.07151663303375244,0.8590808
gkzqprjl,sample_47000,0.11349999904632568,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.022192452,0.032334782,0.0010245768,0.0069493474,0.050264187,0.1953341,0.20815851,0.19979107,0.2115045,0.09295696020126343,0.0716477707028389,0.8591959
387n526q,sample_55000,0.11349999904632568,1000,"(8, 8, 8)",8,8,8,8,8,8,-0.0003558649,0.02215225,0.03228611,0.0011078492,0.006949286,0.050264187,0.19525458,0.20810959,0.19975993,0.21163659,0.0929536372423172,0.07142850756645203,0.85910106
rt8ced3t,sample_8000,0.27140000462532043,1000,"(16, 16, 16)",16,16,16,16,16,10,-8.577336e-05,0.00421716,-0.0033321127,0.0034191213,0.0019783855,0.0501327,0.1527544,0.1511861,0.15468332,0.16005139,0.23105667531490326,0.1833074539899826,0.56928265
xfcnem5g,sample_12000,0.15399999916553497,1000,"(16, 16, 16)",16,16,16,16,16,10,-8.577336e-05,0.007322888,-0.007922225,-0.0005800817,0.001978378,0.0501327,0.1455587,0.14285557,0.14618061,0.14679739,0.1725468784570694,0.15095607936382294,0.5285039
6reg5tri,sample_25000,0.14239999651908877,1000,"(16, 16, 16)",16,16,16,16,16,10,-8.577336e-05,0.007372331,-0.008146828,-0.00073378533,0.0019784062,0.0501327,0.14536914,0.1425961,0.14590614,0.14636129,0.1705491840839386,0.14981862902641296,0.528455
x57jl7mj,sample_32000,0.1404999941587448,1000,"(16, 16, 16)",16,16,16,16,16,10,-8.577336e-05,0.007349206,-0.008116471,-0.00069612614,0.0019783867,0.0501327,0.14539985,0.1426353,0.14594275,0.14642942,0.1709393709897995,0.1499445140361786,0.5289
sqmroq28,sample_40000,0.13379999995231628,1000,"(16, 16, 16)",16,16,16,16,16,10,-8.577336e-05,0.007445479,-0.008200412,-0.00076345867,0.0019783948,0.0501327,0.14530574,0.14250046,0.14580527,0.14626361,0.1695510298013687,0.14926683902740479,0.5290423
