run_id,run_name,sample_size,layer_structure,rank_0,rank_1,rank_2,rank_3,weight_mean_0,weight_mean_1,weight_mean_2,weight_mean_3,weight_std_0,weight_std_1,weight_std_2,weight_std_3,activation_mean_global,activation_std_global,pca_explained_var
jovna7zm,sample_25000,1000,"(256, 256, 256)",256,256,256,10,0.0011935167,0.002279747,0.0019324296,0.00036583492,0.022561906,0.039518427,0.039555933,0.090743914,0.4148792028427124,0.2882327139377594,0.42031926
dsxy8630,sample_32000,1000,"(256, 256, 256)",256,256,256,10,0.0011949742,0.0022589213,0.0019398885,0.00036586216,0.022496883,0.039406225,0.039443735,0.08951972,0.412503182888031,0.28719162940979004,0.4220713
6t3a89pq,sample_40000,1000,"(256, 256, 256)",256,256,256,10,0.0011293499,0.0022752709,0.0019740565,0.00036590936,0.022625428,0.039623536,0.039660223,0.0919546,0.4079707860946655,0.2881808876991272,0.4187175
scimz2hx,sample_47000,1000,"(256, 256, 256)",256,256,256,10,0.0011253146,0.0022811536,0.001966541,0.00036591236,0.022646738,0.039660074,0.039697018,0.09234807,0.40829965472221375,0.28872591257095337,0.41855904
k7wn90rc,sample_55000,1000,"(256, 256, 256)",256,256,256,10,0.0010334732,0.002333872,0.0020377652,0.00036606306,0.022990704,0.04024766,0.04028073,0.09863132,0.40447837114334106,0.29382020235061646,0.40041798
woh74rl9,sample_8000,1000,"(512, 512, 512)",512,512,512,10,0.00015986605,0.00014616793,7.356897e-05,0.00043105864,0.020635804,0.025532065,0.025526071,0.026646229,0.10362821817398071,0.10042319446802139,0.26784915
y20p8952,sample_12000,1000,"(512, 512, 512)",512,512,512,10,0.00014474952,0.00013067448,6.2196705e-05,0.00043105875,0.02063323,0.02552879,0.025522674,0.026469862,0.10043273121118546,0.09873158484697342,0.2579608
cy78s66g,sample_25000,1000,"(512, 512, 512)",512,512,512,10,0.00091709127,0.0012909123,0.00093525863,0.00043118326,0.021483611,0.026580138,0.026598945,0.06051562,0.3090893030166626,0.21780537068843842,0.38467968
95v1fj9j,sample_32000,1000,"(512, 512, 512)",512,512,512,10,0.0008074981,0.001323302,0.0009731242,0.00043122694,0.021641916,0.026768757,0.026788566,0.06471465,0.2980045676231384,0.21822020411491394,0.3650465
5phgwy81,sample_40000,1000,"(512, 512, 512)",512,512,512,10,0.00074000005,0.0013492845,0.0009907839,0.0004312973,0.021765435,0.026917,0.026937101,0.06780205,0.2934376001358032,0.2194482982158661,0.3551766
9a6ynem4,sample_47000,1000,"(512, 512, 512)",512,512,512,10,0.00070103206,0.0013670287,0.0010092987,0.00043134048,0.021862699,0.02703455,0.02705408,0.07014522,0.29117900133132935,0.2205926775932312,0.34847012
bkx4ruv5,sample_55000,1000,"(512, 512, 512)",512,512,512,10,0.0006633938,0.0013910882,0.001032699,0.0004313575,0.02196953,0.027163938,0.027183417,0.07266737,0.2883228063583374,0.22216542065143585,0.3399353
ya8uncob,sample_8000,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.0007501411,0.00059196644,0.00047281774,4.8643746e-05,0.020909155,0.018308664,0.018320352,0.036754865,0.24332496523857117,0.1722850501537323,0.37887302
gbs8f91i,sample_12000,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.00072835333,0.00060870266,0.0004868983,4.867286e-05,0.020993311,0.018381301,0.018393561,0.040375575,0.24179880321025848,0.17420253157615662,0.35767716
120b4dqu,sample_25000,1000,"(1024, 1024, 1024)",784,1023,1023,10,0.00058629154,0.0006288502,0.0005106462,4.8746275e-05,0.021138674,0.018503739,0.018516142,0.0457934,0.22499826550483704,0.17357981204986572,0.3245842
14k4igfr,sample_32000,1000,"(1024, 1024, 1024)",784,1023,1023,10,0.00054018036,0.00063852064,0.0005215022,4.878447e-05,0.021191003,0.01854801,0.018560437,0.047610633,0.22002249956130981,0.1734641194343567,0.31605032
w7k9szvp,sample_40000,1000,"(1024, 1024, 1024)",784,1023,1023,10,0.0005565693,0.0006328088,0.00051210145,4.8765436e-05,0.021151323,0.018513966,0.01852658,0.04623251,0.2215447723865509,0.17286591231822968,0.32378277
6an3i67e,sample_47000,1000,"(1024, 1024, 1024)",784,1023,1023,10,0.0005967307,0.00062313245,0.0005021251,4.8733687e-05,0.021103235,0.018473284,0.018485889,0.04452085,0.22590897977352142,0.17281101644039154,0.33265373
vj79fn7c,sample_55000,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.00051709334,0.0006440172,0.00052286306,4.878277e-05,0.021198181,0.018553467,0.018565973,0.047828928,0.21722303330898285,0.17308007180690765,0.318384
uzgl71zq,sample_8000,1000,"(8, 8, 8)",8,8,8,8,-0.000106568965,0.022519248,0.019606933,-0.04028963,0.020662883,0.19189352,0.19662367,0.18827714,0.05969548970460892,0.07267125695943832,0.6023838
h0656b8u,sample_12000,1000,"(8, 8, 8)",8,8,8,8,-9.4119525e-05,0.022525376,0.019596681,-0.04028963,0.02066381,0.19190247,0.19664115,0.18827635,0.06116269901394844,0.07386410236358643,0.59542155
oo3yq6nb,sample_25000,1000,"(8, 8, 8)",8,8,8,8,-5.3020252e-05,0.022548657,0.01956308,-0.040289618,0.020667676,0.19194075,0.19669738,0.18827443,0.06655848026275635,0.07797928154468536,0.5926918
djbd8l0h,sample_32000,1000,"(8, 8, 8)",8,8,8,8,-2.6870917e-05,0.02256865,0.019548506,-0.04028962,0.0206704,0.1919678,0.19674231,0.18828908,0.07038988918066025,0.08071950078010559,0.60047686
ew2p5gje,sample_40000,1000,"(8, 8, 8)",8,8,8,8,5.4051493e-06,0.022593789,0.019536493,-0.040289618,0.020674115,0.19200523,0.19679306,0.18830569,0.07536719739437103,0.08413068950176239,0.6115455
xcifhged,sample_47000,1000,"(8, 8, 8)",8,8,8,8,2.9838977e-05,0.022613123,0.019536566,-0.040289618,0.020677365,0.19203831,0.19683208,0.18832602,0.07926390320062637,0.08677235245704651,0.62103796
qg2mi4n8,sample_55000,1000,"(8, 8, 8)",8,8,8,8,0.009572207,0.1493893,0.1310858,-0.040285416,0.05585151,0.53824276,0.54514146,0.5206122,2.080104351043701,1.4670929908752441,0.76225924
aev3n7hb,sample_8000,1000,"(16, 16, 16)",16,16,16,10,-9.73561e-05,0.008564459,0.007602281,0.00960192,0.020658256,0.14132574,0.14847249,0.14810236,0.05879762023687363,0.06557002663612366,0.43657517
mq7h272u,sample_12000,1000,"(16, 16, 16)",16,16,16,10,0.0012023976,0.011935884,0.010398193,0.009601961,0.021514542,0.14748505,0.15440127,0.15775098,0.3356373906135559,0.24254167079925537,0.84968233
iaj95bzl,sample_25000,1000,"(16, 16, 16)",16,16,16,10,0.0010974315,0.011562924,0.010048833,0.009601938,0.021418877,0.14678235,0.1536487,0.1565358,0.313584566116333,0.22794166207313538,0.8427181
zsyad391,sample_32000,1000,"(16, 16, 16)",16,16,16,10,0.0011063492,0.011605462,0.010137036,0.009601943,0.021433625,0.14688793,0.15376109,0.15671504,0.31589215993881226,0.22946318984031677,0.84407216
00hu4f7i,sample_40000,1000,"(16, 16, 16)",16,16,16,10,0.0039294944,0.047653645,0.060068347,0.009603017,0.04100589,0.28304246,0.2842273,0.35070664,1.3663880825042725,0.976767897605896,0.502138
4tr6ivxw,sample_47000,1000,"(16, 16, 16)",16,16,16,10,0.0033937055,0.048816115,0.060872942,0.009603782,0.042915795,0.2959282,0.29724357,0.36786205,1.3407316207885742,0.9904115200042725,0.48486918
xk95ojf1,sample_55000,1000,"(16, 16, 16)",16,16,16,10,0.0036329408,0.048649076,0.060300782,0.009603677,0.0427249,0.29480436,0.29616556,0.36628443,1.3805664777755737,1.0046154260635376,0.48440295
4zoq08or,sample_8000,1000,"(32, 32, 32)",32,32,32,10,-6.975922e-06,0.0034380234,-0.00082371116,0.0027365645,0.020646414,0.099151835,0.10523214,0.103003584,0.07119621336460114,0.07274328172206879,0.31497502
2bfc3op2,sample_12000,1000,"(32, 32, 32)",32,32,32,10,-4.687888e-06,0.0034378546,-0.0008244992,0.0027365633,0.020646533,0.09915249,0.10523249,0.10300142,0.07140609622001648,0.07293976098299026,0.3151401
8rqvqtvg,sample_25000,1000,"(32, 32, 32)",32,32,32,10,0.0041652326,0.028163048,0.021378161,0.0027368055,0.03083537,0.14970437,0.15602878,0.23788442,1.1298109292984009,0.7085094451904297,0.52348936
tlc2mvc6,sample_32000,1000,"(32, 32, 32)",32,32,32,10,0.0039559766,0.02874517,0.02272116,0.0027372055,0.032716803,0.15897943,0.165034,0.2574003,1.110978603363037,0.7251880764961243,0.48973852
8k20vkrj,sample_40000,1000,"(32, 32, 32)",32,32,32,10,0.004228216,0.028645225,0.021146104,0.0027370513,0.03088493,0.14992504,0.15638497,0.238699,1.1357289552688599,0.7109969854354858,0.52063906
34lrbgcc,sample_47000,1000,"(32, 32, 32)",32,32,32,10,0.0039315973,0.029013395,0.022765726,0.0027372981,0.03454026,0.1681576,0.17401949,0.2759251,1.1367485523223877,0.760888934135437,0.46692115
tl2zr9tq,sample_55000,1000,"(32, 32, 32)",32,32,32,10,0.0038365454,0.028848609,0.023069039,0.0027374595,0.034952346,0.1701639,0.1758874,0.27980694,1.1311748027801514,0.7697144746780396,0.46331692
s9gaaryd,sample_8000,1000,"(64, 64, 64)",64,64,64,10,5.4596836e-05,0.000630682,0.0013607589,-0.0005947294,0.020620232,0.07228537,0.07176239,0.07245396,0.08379529416561127,0.08089761435985565,0.23919153
4djzg0fe,sample_12000,1000,"(64, 64, 64)",64,64,64,10,5.777764e-05,0.00063365814,0.0013623971,-0.0005947281,0.02062065,0.0722868,0.07176442,0.07247116,0.08435623347759247,0.08125466853380203,0.24099547
hsxfuydx,sample_25000,1000,"(64, 64, 64)",64,64,64,10,5.7127803e-05,0.0006346927,0.0013626267,-0.0005947274,0.02062081,0.07228737,0.0717647,0.072470754,0.08438494801521301,0.0812189131975174,0.24216473
i8lyg7m6,sample_32000,1000,"(64, 64, 64)",64,64,64,10,0.0004619898,0.0012588534,0.0016534498,-0.00059470517,0.020727793,0.07267089,0.072194286,0.07539271,0.16978150606155396,0.1295762062072754,0.5088345
beo261ya,sample_40000,1000,"(64, 64, 64)",64,64,64,10,0.00041026002,0.0011442164,0.0015879956,-0.0005947136,0.0207089,0.0726028,0.07211812,0.074874684,0.1583315134048462,0.12305627018213272,0.48122826
q150m0ds,sample_47000,1000,"(64, 64, 64)",64,64,64,10,0.00044686318,0.0012214023,0.0016323694,-0.0005947073,0.020722196,0.07265075,0.07217131,0.07523493,0.1664908528327942,0.12772324681282043,0.5002472
cuqsldua,sample_55000,1000,"(64, 64, 64)",64,64,64,10,0.0024625475,0.011429515,0.0088713,-0.00059445034,0.0276069,0.09653205,0.09684679,0.18252768,0.8130999803543091,0.5343899726867676,0.4576551
p1acdsj4,sample_8000,1000,"(128, 128, 128)",128,128,128,10,5.191381e-05,0.00084829965,-0.00011213345,-0.0006106185,0.020583857,0.051317133,0.050967902,0.049882527,0.08750414103269577,0.0859171599149704,0.22472763
b0iej33m,sample_12000,1000,"(128, 128, 128)",128,128,128,10,5.778434e-05,0.0008556852,-0.00011019898,-0.0006106199,0.020584948,0.051319707,0.050970703,0.049916547,0.08888959884643555,0.08662714809179306,0.22953948
1kt6lfmz,sample_25000,1000,"(128, 128, 128)",128,128,128,10,0.0018213042,0.005771787,0.003732872,-0.00061022985,0.024710644,0.061402828,0.06136418,0.13356403,0.6091778874397278,0.39107608795166016,0.4426695
bjicbor8,sample_32000,1000,"(128, 128, 128)",128,128,128,10,0.0021727325,0.0056172623,0.0035630406,-0.00061047217,0.023118855,0.05757083,0.057502832,0.109080106,0.6320399045944214,0.3805463910102844,0.49392253
bapzft4d,sample_40000,1000,"(128, 128, 128)",128,128,128,10,0.00178258,0.0056953863,0.0037858703,-0.00061020924,0.024665115,0.061289642,0.06124041,0.13286749,0.6063436269760132,0.3913239538669586,0.45219237
